emp_no,first_name,last_name,birth_date,from_date,to_date,title
15330,Jaroslava,Chinal,1955-10-08,1988-05-30,9999-01-01,Staff
15340,Hairong,Babb,1955-02-06,1993-01-28,9999-01-01,Senior Engineer
15343,Chaosheng,Luce,1955-05-21,1985-03-12,9999-01-01,Senior Engineer
15361,Vidar,Andreotta,1955-08-20,1993-12-25,9999-01-01,Engineer
15370,Chuanyi,Nilsson,1955-07-02,1997-11-15,9999-01-01,Senior Engineer
15392,Pradeep,Markovitch,1955-02-07,1994-07-04,9999-01-01,Assistant Engineer
15403,Hailing,Stavenow,1955-10-12,1990-03-02,9999-01-01,Senior Staff
15408,Maik,Penttonen,1955-02-27,1996-11-23,9999-01-01,Staff
15414,Ramalingam,Rosti,1955-06-05,1995-09-02,9999-01-01,Technique Leader
15420,Doowon,Oberman,1955-01-24,1997-08-09,9999-01-01,Staff
15425,Souichi,Apsitis,1955-06-17,1997-10-26,9999-01-01,Technique Leader
15479,Zhenbing,Soicher,1955-10-24,1987-01-25,9999-01-01,Engineer
15480,Kwok,Trogemann,1955-08-06,1990-04-29,9999-01-01,Engineer
15511,George,Kowalchuk,1955-12-29,1986-04-20,9999-01-01,Senior Staff
15513,Hidekazu,Domenig,1955-07-13,1989-05-20,9999-01-01,Staff
15517,Karsten,Bottner,1955-07-26,1997-03-21,9999-01-01,Assistant Engineer
15550,Kerhong,Plumb,1955-05-23,1993-07-01,9999-01-01,Senior Engineer
15566,Baoqiu,Azuma,1955-09-25,1988-04-11,9999-01-01,Senior Staff
15571,Alain,Emden,1955-12-14,1997-11-09,9999-01-01,Engineer
15604,Nikolaus,Engelmann,1955-08-21,1999-12-27,9999-01-01,Staff
15643,Anneli,Bednarek,1955-05-22,2002-02-16,9999-01-01,Engineer
15651,Huan,Iwayama,1955-07-15,1985-11-22,9999-01-01,Assistant Engineer
15687,Dekang,Ambroszkiewicz,1955-08-26,1990-02-13,9999-01-01,Staff
15692,Falguni,Brobst,1955-07-21,1997-10-04,9999-01-01,Engineer
15703,Chenye,Hanratty,1955-05-02,1994-12-06,9999-01-01,Engineer
15708,Reuven,Kushnir,1955-03-04,1990-01-22,9999-01-01,Staff
15715,Insup,Ibel,1955-02-26,2002-01-15,9999-01-01,Staff
15724,Zengping,Bondorf,1955-04-07,1997-03-17,9999-01-01,Senior Engineer
15734,Manibrata,Rajala,1955-12-12,2002-01-30,9999-01-01,Engineer
15765,Tonny,Taubenfeld,1955-01-19,1989-02-15,9999-01-01,Engineer
15809,Mingsen,Antonisse,1955-05-09,1988-06-07,9999-01-01,Senior Staff
15819,Magdalena,Rajcani,1955-04-10,1999-07-14,9999-01-01,Senior Staff
15840,Shuho,Solares,1955-07-12,1997-05-07,9999-01-01,Staff
15867,Vincent,Fairtlough,1955-02-12,1989-08-16,9999-01-01,Engineer
15877,Yannik,Kroll,1955-03-01,1999-08-10,9999-01-01,Engineer
15880,Miquel,Dechter,1955-01-23,1996-12-02,9999-01-01,Technique Leader
15885,Perla,Delgrossi,1955-09-19,2000-10-29,9999-01-01,Engineer
15889,Sasan,Azumi,1955-03-06,1986-02-03,9999-01-01,Engineer
15892,Lunjin,Pettis,1955-01-29,1986-09-20,9999-01-01,Engineer
15893,Hitofumi,Ducloy,1955-09-17,2002-01-14,9999-01-01,Technique Leader
15910,Maren,Kornatzky,1955-08-18,1996-11-29,9999-01-01,Staff
15934,Kensyu,Shinomoto,1955-02-06,1995-08-20,9999-01-01,Assistant Engineer
15942,Murthy,Rosca,1955-07-07,1986-09-09,9999-01-01,Senior Engineer
15948,Karoline,Versino,1955-03-05,1986-01-14,9999-01-01,Senior Engineer
15960,Lenore,Narahara,1955-12-23,1991-04-24,9999-01-01,Engineer
15977,King,Ballarin,1955-04-30,1994-11-03,9999-01-01,Staff
16019,Chaoyi,Heystek,1955-11-30,1986-10-12,9999-01-01,Senior Engineer
16053,Jeong,Gniady,1955-01-18,1996-03-30,9999-01-01,Technique Leader
16056,Guiseppe,Luke,1955-07-21,1998-01-10,9999-01-01,Engineer
16069,Mechthild,Rahimi,1955-04-13,1992-12-21,9999-01-01,Engineer
16075,Aloke,Bashian,1955-10-29,1991-04-15,9999-01-01,Engineer
16088,Golgen,Gammage,1955-03-21,1991-09-08,9999-01-01,Senior Engineer
16096,Mayuko,Wallrath,1955-11-25,1995-04-25,9999-01-01,Senior Engineer
16117,Josyula,Felcyn,1955-12-12,1992-06-21,9999-01-01,Senior Staff
16118,Arno,Gimarc,1955-01-30,1994-11-19,9999-01-01,Staff
16120,Domenico,Harllee,1955-05-23,1996-03-02,9999-01-01,Staff
16126,Tse,Crabtree,1955-09-23,1997-10-10,9999-01-01,Staff
16130,Kerryn,Belinskaya,1955-09-07,1993-07-26,9999-01-01,Assistant Engineer
16166,Eberhardt,Chandrasekhar,1955-09-19,1999-10-21,9999-01-01,Staff
16198,Sadegh,Sanella,1955-07-30,1991-05-16,9999-01-01,Engineer
16229,Ronnie,Lanzelotte,1955-12-24,1996-09-17,9999-01-01,Senior Staff
16230,Ung,Babu,1955-07-16,1996-05-25,9999-01-01,Senior Staff
16233,Sushant,Baba,1955-11-17,1987-03-24,9999-01-01,Senior Staff
16262,Tsuneo,Hatcliff,1955-05-05,1997-03-18,9999-01-01,Senior Staff
16313,Charmane,Wilfing,1955-05-11,1995-03-07,9999-01-01,Engineer
16320,Domenick,Ligten,1955-06-08,1991-01-08,9999-01-01,Staff
16324,Billie,Bazzichi,1955-07-23,1998-05-04,9999-01-01,Staff
16332,Nigel,Akaboshi,1955-01-30,1999-09-06,9999-01-01,Engineer
16341,Boutros,Fendler,1955-09-18,1999-12-08,9999-01-01,Senior Staff
16368,Dinah,Soicher,1955-04-06,1991-11-05,9999-01-01,Technique Leader
16380,Zhilian,Chleq,1955-05-02,1986-06-01,9999-01-01,Staff
16382,Chaoyi,Talmon,1955-05-23,1987-05-05,9999-01-01,Senior Engineer
16398,Limsoon,Krzyzanowski,1955-01-24,1993-07-31,9999-01-01,Senior Staff
16404,Rafols,Rabehasaina,1955-07-02,1987-07-19,9999-01-01,Engineer
16425,Idoia,Beerel,1955-10-10,1989-12-15,9999-01-01,Senior Engineer
16427,Denny,Danecki,1955-06-02,1991-07-19,9999-01-01,Senior Engineer
16437,Val,Nyrup,1955-01-19,1993-05-31,9999-01-01,Staff
16446,Jouko,Chinin,1955-05-10,1987-07-06,9999-01-01,Staff
16452,Weiye,Tsukune,1955-06-03,1995-11-29,9999-01-01,Senior Engineer
16471,Bogdan,Birta,1955-10-05,1999-08-03,9999-01-01,Staff
16472,Dekang,Uhrik,1955-05-05,1991-06-21,9999-01-01,Senior Engineer
16479,Jixiang,Eiter,1955-01-23,1986-04-14,9999-01-01,Senior Staff
16481,Tadahiko,Rothe,1955-07-13,1995-06-25,9999-01-01,Senior Staff
16486,Sanjay,Perin,1955-12-22,1986-03-18,9999-01-01,Staff
16487,Arunas,Yemenis,1955-01-09,1992-10-18,9999-01-01,Staff
16490,Muzhong,Thiria,1955-05-16,1987-04-06,9999-01-01,Senior Staff
16504,Mong,Cromarty,1955-02-14,1992-05-06,9999-01-01,Senior Engineer
16554,Weicheng,Taubman,1955-03-31,1994-08-24,9999-01-01,Engineer
16569,Henk,Cyre,1955-12-26,2000-10-21,9999-01-01,Senior Staff
16577,Lidong,McFarlan,1955-06-15,1999-07-23,9999-01-01,Senior Engineer
16582,Sanjiv,McFarlin,1955-02-14,1998-10-03,9999-01-01,Staff
16588,Persi,Rubsam,1955-05-05,1992-10-17,9999-01-01,Senior Staff
16607,Vishwani,Honglei,1955-02-19,1987-09-18,9999-01-01,Staff
16655,Teunis,Hartvigsen,1955-11-07,1992-11-30,9999-01-01,Senior Engineer
16657,Yongdong,Heyers,1955-05-29,1986-07-12,9999-01-01,Senior Engineer
16668,Rosalie,Mungall,1955-06-05,1992-08-18,9999-01-01,Senior Staff
16672,Georgi,Peris,1955-04-25,1986-03-13,9999-01-01,Senior Staff
16674,Duke,Takanami,1955-11-13,1988-08-30,9999-01-01,Technique Leader
16679,Domenick,Cummings,1955-07-26,2001-02-10,9999-01-01,Engineer
16680,Sanjay,Improta,1955-10-25,1998-02-09,9999-01-01,Engineer
16683,Hatem,Ghandeharizadeh,1955-05-30,1986-11-19,9999-01-01,Senior Engineer
16704,Mohan,Coors,1955-10-30,1989-04-28,9999-01-01,Staff
16723,Mohd,Randt,1955-05-30,1986-12-24,9999-01-01,Senior Staff
16779,Shooichi,Vandervoorde,1955-12-27,1992-04-08,9999-01-01,Senior Staff
16786,Irene,Candan,1955-11-23,2000-10-05,9999-01-01,Senior Staff
16808,Kiyokazu,Katiyar,1955-04-17,1987-11-10,9999-01-01,Senior Staff
16828,Bernd,Etalle,1955-08-28,1993-12-15,9999-01-01,Engineer
16829,Pintsang,Collavizza,1955-06-21,1992-09-08,9999-01-01,Senior Staff
16843,Maya,Junet,1955-03-04,1999-12-22,9999-01-01,Engineer
16862,JiYoung,Eppinger,1955-11-03,1992-09-30,9999-01-01,Senior Engineer
16875,Nikolaos,Radhakrishnan,1955-03-24,1997-10-26,9999-01-01,Engineer
16889,Arve,Pardalos,1955-01-27,1989-08-03,9999-01-01,Staff
16894,Francesca,Smeets,1955-03-23,1995-02-05,9999-01-01,Senior Staff
16895,Dines,Murtagh,1955-06-20,1995-11-08,9999-01-01,Staff
16901,Gopalakrishnan,Flasterstein,1955-08-24,1995-10-16,9999-01-01,Senior Engineer
16917,Olivera,Peron,1955-12-20,1996-02-03,9999-01-01,Staff
16955,Sangeeta,Marrakchi,1955-09-05,1994-03-14,9999-01-01,Senior Staff
16969,Sanjit,Braccini,1955-02-10,1988-10-26,9999-01-01,Engineer
17014,Sadun,Waterhouse,1955-02-16,1992-05-31,9999-01-01,Senior Staff
17018,Berhard,Tasistro,1955-04-01,1986-02-20,9999-01-01,Engineer
17044,Persi,Tiemann,1955-04-03,1991-06-03,9999-01-01,Senior Engineer
17055,Marin,Wixon,1955-01-25,1988-08-06,9999-01-01,Senior Engineer
17080,Jianhui,Petereit,1955-02-10,1995-02-04,9999-01-01,Senior Engineer
17093,Niteen,Oppitz,1955-05-12,1999-07-17,9999-01-01,Assistant Engineer
17098,Xuedong,Gelosh,1955-02-22,1998-08-26,9999-01-01,Senior Engineer
17101,Sandeepan,Compeau,1955-06-14,1988-01-18,9999-01-01,Engineer
17132,Shrikanth,Passafiume,1955-08-07,1989-07-15,9999-01-01,Staff
17143,Ziyad,Munke,1955-06-21,1985-09-10,9999-01-01,Senior Engineer
17146,Aemilian,Barbanera,1955-11-15,1996-07-01,9999-01-01,Staff
17163,Yurii,Papsdorf,1955-05-18,1988-03-12,9999-01-01,Senior Engineer
17169,Kaijung,Yeung,1955-06-02,1990-11-07,9999-01-01,Staff
17220,Lorien,Panwar,1955-07-09,1991-01-04,9999-01-01,Engineer
17227,Magdalena,Compeau,1955-07-04,1996-02-06,9999-01-01,Engineer
17230,Gift,Eldridge,1955-02-12,1992-03-10,9999-01-01,Senior Staff
17268,Sven,Luef,1955-06-30,1995-08-18,9999-01-01,Senior Staff
17277,Arnd,Hopewell,1955-08-15,1987-08-25,9999-01-01,Senior Engineer
17294,Shrikanth,Pietrzykowski,1955-11-22,1987-08-17,9999-01-01,Senior Engineer
17314,Guther,Hofstetter,1955-02-02,1991-09-21,9999-01-01,Senior Engineer
17333,Snehasis,Lanzelotte,1955-12-24,1992-07-11,9999-01-01,Senior Engineer
17336,Shigenori,Chaudhuri,1955-04-15,1988-02-25,9999-01-01,Senior Engineer
17386,Hilary,Lamba,1955-10-30,1998-08-07,9999-01-01,Engineer
17387,Shir,Serra,1955-12-01,1997-12-31,9999-01-01,Staff
17397,Kenroku,Hardjono,1955-03-04,1986-09-15,9999-01-01,Senior Engineer
17419,Lucien,Piancastelli,1955-03-07,2002-05-11,9999-01-01,Engineer
17479,Nechama,Shokrollahi,1955-10-25,1993-06-13,9999-01-01,Engineer
17483,Sudhanshu,Zolotykh,1955-01-05,1999-02-27,9999-01-01,Senior Engineer
17505,Gunilla,Moffat,1955-03-11,1987-02-21,9999-01-01,Engineer
17523,Piyawadee,Engberts,1955-07-24,1996-06-18,9999-01-01,Staff
17539,Cathie,Uhrik,1955-10-05,1990-12-27,9999-01-01,Engineer
17542,Dzung,Asser,1955-02-23,1998-02-08,9999-01-01,Senior Staff
17568,Fay,Barreiro,1955-01-30,1993-01-05,9999-01-01,Senior Engineer
17584,Emdad,Coorg,1955-01-13,1994-03-15,9999-01-01,Senior Staff
17596,Vatsa,Garnick,1955-07-07,1996-12-04,9999-01-01,Engineer
17621,Adil,Lukaszewicz,1955-11-28,1993-06-14,9999-01-01,Senior Engineer
17644,Mats,Akazan,1955-12-26,1994-04-08,9999-01-01,Senior Staff
17676,Venkatesan,Bage,1955-11-26,1993-08-05,9999-01-01,Engineer
17680,Carrsten,Vickson,1955-06-26,1990-08-10,9999-01-01,Senior Engineer
17704,Vatsa,Broomell,1955-02-07,1995-11-21,9999-01-01,Staff
17736,Leif,Bennis,1955-08-02,1993-11-20,9999-01-01,Senior Engineer
17749,Arif,Underwood,1955-01-01,1998-09-18,9999-01-01,Engineer
17754,Xudong,Bojadziev,1955-11-04,1993-11-13,9999-01-01,Engineer
17776,Apostol,Tchuente,1955-12-03,2001-05-06,9999-01-01,Staff
17800,Tooru,Brizzi,1955-10-08,1992-02-28,9999-01-01,Senior Staff
17806,Martins,Guerreiro,1955-08-12,1995-05-22,9999-01-01,Engineer
17854,Shuho,Bazelow,1955-12-04,1991-05-11,9999-01-01,Senior Staff
17869,Xiaocheng,Prochazka,1955-02-19,1998-06-12,9999-01-01,Assistant Engineer
17890,Bodh,Staelin,1955-06-15,1990-07-21,9999-01-01,Senior Engineer
17891,Isaac,Luiz,1955-03-03,1987-05-07,9999-01-01,Senior Engineer
17919,Kiyotoshi,Pluym,1955-10-15,1995-04-21,9999-01-01,Senior Engineer
17921,Minghong,Trachtenberg,1955-03-04,1995-02-04,9999-01-01,Staff
17925,Adamantios,Baezner,1955-10-15,1987-03-09,9999-01-01,Engineer
17949,Subbu,Pluym,1955-11-30,1995-01-07,9999-01-01,Engineer
17950,Alassane,Genther,1955-04-27,1990-07-09,9999-01-01,Engineer
17986,Oguz,Angelopoulos,1955-12-25,1994-08-27,9999-01-01,Staff
18000,Tzvetan,Rajcani,1955-04-19,1999-12-10,9999-01-01,Staff
18008,Ung,Badr,1955-02-02,1999-11-11,9999-01-01,Engineer
18034,Patricio,Hettesheimer,1955-11-11,1999-11-24,9999-01-01,Staff
18069,Angus,Kambil,1955-10-12,1998-06-09,9999-01-01,Engineer
18117,Visit,Gils,1955-07-20,1997-10-08,9999-01-01,Technique Leader
18130,Claudi,Cairo,1955-04-30,1993-05-26,9999-01-01,Staff
18144,Kinh,Servi,1955-01-05,1999-07-20,9999-01-01,Technique Leader
18157,Fen,Frolund,1955-01-05,2002-07-25,9999-01-01,Engineer
18200,Alejandra,Peak,1955-01-12,1996-11-14,9999-01-01,Senior Staff
18205,Stabislas,Barreiro,1955-05-19,1995-04-06,9999-01-01,Senior Staff
18219,Katsuyuki,Swiler,1955-10-01,1996-04-08,9999-01-01,Engineer
18251,Alair,Panangaden,1955-08-13,1986-10-08,9999-01-01,Senior Staff
18261,Shridhar,Baak,1955-07-29,1986-06-06,9999-01-01,Senior Engineer
18274,Yefim,Karnin,1955-08-03,1986-06-13,9999-01-01,Staff
18299,Eben,Kumaresan,1955-09-27,1992-10-29,9999-01-01,Technique Leader
18310,Ioana,Dalton,1955-11-22,1996-08-06,9999-01-01,Senior Engineer
18322,Tonia,Lueh,1955-05-04,1988-10-04,9999-01-01,Engineer
18346,Terresa,Lenart,1955-03-10,1991-09-27,9999-01-01,Technique Leader
18348,Claudi,Sudbeck,1955-03-24,1996-02-14,9999-01-01,Senior Engineer
18366,Piyush,Kalorkoti,1955-09-15,1995-09-01,9999-01-01,Engineer
18375,Gian,Debuse,1955-06-20,1995-04-29,9999-01-01,Staff
18382,Remko,Mattern,1955-02-28,1997-01-30,9999-01-01,Senior Engineer
18429,Girolamo,Armand,1955-04-05,1997-04-13,9999-01-01,Engineer
18448,Rosine,Bazelow,1955-06-10,1999-05-02,9999-01-01,Senior Engineer
18454,Eric,Anido,1955-02-28,1988-07-18,9999-01-01,Staff
18459,Shuzo,Kavanagh,1955-09-21,1988-04-01,9999-01-01,Staff
18467,Prasadram,Esposito,1955-02-01,1995-11-04,9999-01-01,Staff
18478,Mitsuyuki,Stranks,1955-07-01,1998-05-01,9999-01-01,Senior Engineer
18511,Pascal,Marzano,1955-01-29,1991-11-17,9999-01-01,Senior Engineer
18547,Gladys,Sankaranarayanan,1955-07-09,1986-06-03,9999-01-01,Engineer
18549,Sushant,Thibadeau,1955-02-14,1996-12-19,9999-01-01,Senior Engineer
18563,Jinya,Peot,1955-09-09,1996-01-21,9999-01-01,Assistant Engineer
18580,Mabo,Bamford,1955-12-09,1997-09-18,9999-01-01,Assistant Engineer
18663,Rafols,Sridhar,1955-09-06,1987-06-20,9999-01-01,Senior Engineer
18664,Itzchak,Akaboshi,1955-11-17,1989-12-31,9999-01-01,Senior Staff
18669,Hauke,Andreotta,1955-12-27,1996-11-18,9999-01-01,Engineer
18671,Shan,Nastansky,1955-12-12,1986-05-04,9999-01-01,Senior Engineer
18673,Ohad,Orlowski,1955-07-21,1996-04-24,9999-01-01,Engineer
18705,Manibrata,Msuda,1955-02-09,1997-11-18,9999-01-01,Senior Engineer
18706,Debaprosad,Schicker,1955-03-16,1987-08-17,9999-01-01,Staff
18725,Cullen,Marchegay,1955-12-29,1993-08-04,9999-01-01,Senior Staff
18770,Fei,Yurek,1955-09-09,1987-11-27,9999-01-01,Engineer
18786,Guozhong,Veevers,1955-05-14,1997-09-16,9999-01-01,Senior Engineer
18794,Kish,Garnham,1955-05-20,1993-03-07,9999-01-01,Senior Engineer
18795,Heon,Peck,1955-07-28,1993-07-23,9999-01-01,Senior Staff
18806,Akhilish,Petereit,1955-08-27,1986-05-29,9999-01-01,Senior Staff
18826,Yahiko,Riefers,1955-11-09,1993-02-08,9999-01-01,Staff
18829,Murthy,Delgrossi,1955-03-02,1996-02-24,9999-01-01,Technique Leader
18833,Roded,Majewski,1955-05-15,1987-03-05,9999-01-01,Senior Engineer
18835,Uwe,Lieblein,1955-08-30,1987-07-28,9999-01-01,Engineer
18837,Tommaso,Erni,1955-06-26,1993-07-25,9999-01-01,Senior Staff
18868,Hugo,Levasseur,1955-08-09,1992-12-19,9999-01-01,Engineer
18885,Valter,Noriega,1955-02-05,1997-07-19,9999-01-01,Staff
18933,Barun,Panienski,1955-01-21,1988-05-03,9999-01-01,Senior Engineer
18964,Shirish,Tiemann,1955-07-14,1995-02-10,9999-01-01,Staff
18980,Weiye,Kawashimo,1955-05-01,1987-01-08,9999-01-01,Engineer
18994,Leszek,Mitsuhashi,1955-11-15,1985-09-03,9999-01-01,Staff
19027,Ferdinand,Nanard,1955-01-05,1988-05-11,9999-01-01,Senior Engineer
19056,Leaf,Nishimukai,1955-09-27,1999-12-12,9999-01-01,Engineer
19066,Martine,Ramamoorthy,1955-01-30,1997-06-22,9999-01-01,Senior Engineer
19089,Badri,Ellozy,1955-11-04,1993-04-08,9999-01-01,Senior Engineer
19104,Tetsushi,Sudbeck,1955-08-10,1991-12-27,9999-01-01,Senior Engineer
19109,Jenwei,Denis,1955-04-05,1985-12-05,9999-01-01,Senior Staff
19116,Xuedong,Cherinka,1955-10-27,1998-12-25,9999-01-01,Engineer
19147,Chaitali,Bennis,1955-11-15,1988-10-18,9999-01-01,Staff
19154,Inderjeet,Denna,1955-06-04,1986-03-17,9999-01-01,Senior Staff
19155,Uli,Merks,1955-11-11,1993-06-10,9999-01-01,Senior Staff
19160,Tetsurou,Jervis,1955-07-23,1994-04-28,9999-01-01,Senior Staff
19162,Chinho,Fadgyas,1955-08-15,1996-01-24,9999-01-01,Technique Leader
19200,Shietung,Serra,1955-11-04,1990-09-17,9999-01-01,Staff
19209,Berhard,Encarnacion,1955-12-18,1997-04-26,9999-01-01,Staff
19242,Kenroku,Demri,1955-05-25,1994-10-26,9999-01-01,Staff
19244,Guenter,Vitiello,1955-08-27,1998-09-09,9999-01-01,Staff
19245,Souichi,Barvinok,1955-08-24,1992-10-08,9999-01-01,Senior Engineer
19259,Anoosh,Pelc,1955-02-22,1987-11-17,9999-01-01,Senior Engineer
19268,Adit,Papastamatiou,1955-09-14,1986-05-10,9999-01-01,Senior Engineer
19271,Heng,Rajala,1955-01-24,1994-03-26,9999-01-01,Engineer
19275,Kristina,Lung,1955-11-16,1999-11-06,9999-01-01,Senior Staff
19329,Alair,Marletta,1955-07-24,1994-02-04,9999-01-01,Senior Engineer
19335,Susanta,Khalid,1955-01-22,1990-10-06,9999-01-01,Senior Staff
19336,Younwoo,Demir,1955-01-16,1994-01-05,9999-01-01,Staff
19348,Kiyomitsu,Vieth,1955-12-08,1994-08-26,9999-01-01,Senior Staff
19368,Isaac,Bresenham,1955-01-20,1995-10-02,9999-01-01,Assistant Engineer
19380,Divier,Lorcy,1955-01-18,1993-10-23,9999-01-01,Engineer
19383,Ingemar,Oskamp,1955-08-25,1996-05-02,9999-01-01,Technique Leader
19397,Arnd,Diderrich,1955-05-27,1987-12-01,9999-01-01,Senior Staff
19400,Ekawit,Koshino,1955-02-28,1997-12-19,9999-01-01,Technique Leader
19422,Florian,Budinsky,1955-06-29,1999-06-18,9999-01-01,Engineer
19425,Xuejia,Pettey,1955-09-18,1989-06-12,9999-01-01,Senior Engineer
19437,Horward,Conry,1955-10-22,1989-09-07,9999-01-01,Senior Staff
19453,Baoqiu,Buescher,1955-06-24,1999-04-16,9999-01-01,Senior Staff
19454,Taisook,Hutter,1955-05-14,1985-02-26,9999-01-01,Senior Staff
19459,Sadun,Kawashimo,1955-01-19,1999-08-18,9999-01-01,Staff
19488,Maris,Perly,1955-06-02,1993-06-16,9999-01-01,Senior Engineer
19493,Caolyn,Tramer,1955-07-10,1996-04-16,9999-01-01,Senior Engineer
19496,Mircea,Thorelli,1955-08-26,1998-04-19,9999-01-01,Staff
19497,Lorien,Conde,1955-06-16,1998-01-18,9999-01-01,Engineer
19508,Quingbo,Sanella,1955-11-19,1992-11-10,9999-01-01,Technique Leader
19513,Rosalyn,Siepmann,1955-10-17,1994-11-11,9999-01-01,Staff
19534,Satosi,Moehrke,1955-04-11,1997-10-06,9999-01-01,Staff
19565,Zito,Riesenhuber,1955-12-21,1997-10-07,9999-01-01,Assistant Engineer
19569,Xiong,Azulay,1955-01-31,1990-07-04,9999-01-01,Engineer
19583,Edwin,Veccia,1955-11-18,1996-01-01,9999-01-01,Senior Staff
19593,Mohd,Feldhoffer,1955-01-19,2001-11-13,9999-01-01,Staff
19599,Leucio,Lalonde,1955-05-16,1990-08-27,9999-01-01,Senior Staff
19602,Sandeepan,Olivero,1955-07-07,1988-07-22,9999-01-01,Senior Engineer
19619,Zhonghui,Staylopatis,1955-12-22,1999-12-11,9999-01-01,Engineer
19637,Dipayan,Papastamatiou,1955-03-16,1985-05-26,9999-01-01,Senior Engineer
19644,Jackson,Isaac,1955-07-05,1986-05-06,9999-01-01,Senior Engineer
19650,Douadi,Ernst,1955-10-21,1998-08-05,9999-01-01,Senior Engineer
19667,Munenori,Matzel,1955-01-29,1986-06-13,9999-01-01,Senior Staff
19673,Ishfaq,Lorie,1955-12-06,1994-02-08,9999-01-01,Engineer
19678,Xiping,Plotkin,1955-07-12,1987-06-10,9999-01-01,Engineer
19704,Maha,Rando,1955-07-30,1996-03-19,9999-01-01,Senior Engineer
19705,Roddy,Casperson,1955-10-24,1991-07-13,9999-01-01,Staff
19720,Kwangyoen,Maksimenko,1955-05-30,1987-01-13,9999-01-01,Senior Engineer
19723,Xuejun,Magalhaes,1955-10-17,1994-04-22,9999-01-01,Senior Staff
19737,Harngdar,Cools,1955-02-25,1999-03-26,9999-01-01,Engineer
19738,Giri,Sury,1955-04-17,1991-12-22,9999-01-01,Staff
19749,Gritta,Mitina,1955-06-16,1994-07-02,9999-01-01,Staff
19757,Khalil,Azadmanesh,1955-08-13,1995-05-22,9999-01-01,Senior Engineer
19766,Saeed,Munke,1955-07-01,1985-10-22,9999-01-01,Staff
19777,Halsur,Ferretti,1955-01-19,1991-03-15,9999-01-01,Staff
19804,Tamiya,Benzmuller,1955-06-11,1998-03-06,9999-01-01,Staff
19830,Ulises,Cronau,1955-07-10,1998-10-11,9999-01-01,Engineer
19854,Youssef,Orsini,1955-06-07,1999-08-28,9999-01-01,Engineer
19858,Mohua,Zschoche,1955-07-08,1993-09-01,9999-01-01,Staff
19860,Hidefumi,Gerlach,1955-04-28,1997-11-08,9999-01-01,Engineer
19956,Kasidit,Andreotta,1955-02-20,1998-12-12,9999-01-01,Engineer
20032,Cheong,Socorro,1955-11-20,1997-01-06,9999-01-01,Senior Staff
20042,Margareta,Munck,1955-10-18,1987-03-23,9999-01-01,Senior Staff
20063,Guttorm,Carrere,1955-06-26,1994-04-02,9999-01-01,Staff
20065,Mana,Onuegbe,1955-10-17,1997-12-03,9999-01-01,Staff
20068,Masali,Rouquie,1955-10-16,1985-04-11,9999-01-01,Senior Engineer
20086,Richara,Harllee,1955-05-31,1989-03-21,9999-01-01,Senior Engineer
20134,Hirochika,Naumovich,1955-06-11,1989-02-07,9999-01-01,Engineer
20147,Zine,Moffat,1955-04-05,1998-10-03,9999-01-01,Engineer
20159,Isamu,Valiente,1955-03-27,1996-07-04,9999-01-01,Technique Leader
20161,Arun,Hasham,1955-07-18,1989-04-06,9999-01-01,Senior Staff
20174,Froduald,Koshino,1955-08-30,1992-06-02,9999-01-01,Engineer
20180,Martins,Felcyn,1955-08-23,1992-02-19,9999-01-01,Engineer
20189,Mark,Nanard,1955-02-19,1999-01-05,9999-01-01,Engineer
20213,Larisa,Lichtner,1955-07-27,1993-12-10,9999-01-01,Senior Engineer
20245,Halsur,Fujisawa,1955-01-23,1990-07-31,9999-01-01,Senior Engineer
20249,Kristen,Moffat,1955-01-26,1994-09-09,9999-01-01,Engineer
20251,Cristinel,Unno,1955-01-22,1998-04-17,9999-01-01,Engineer
20259,Yannik,Bratten,1955-05-14,1988-10-18,9999-01-01,Senior Engineer
20265,Amalendu,Willoner,1955-08-11,1986-09-04,9999-01-01,Engineer
20284,Monique,Parascandalo,1955-04-26,1987-03-01,9999-01-01,Senior Engineer
20310,Mara,Uchoa,1955-05-30,1996-06-20,9999-01-01,Engineer
20346,Jeong,Antonakopoulos,1955-04-11,1987-08-13,9999-01-01,Senior Engineer
20361,Syozo,Stenning,1955-04-07,1999-06-15,9999-01-01,Staff
20364,Kazunori,Imataki,1955-04-09,1997-11-27,9999-01-01,Technique Leader
20367,Bernt,Takanami,1955-08-05,1992-07-06,9999-01-01,Senior Engineer
20373,Alexius,Solares,1955-11-03,1991-08-27,9999-01-01,Senior Engineer
20385,Zhenbing,Perelgut,1955-07-28,1996-05-16,9999-01-01,Staff
20437,Sanjit,Versino,1955-12-30,1997-12-21,9999-01-01,Staff
20438,Fai,Erman,1955-03-17,1993-08-08,9999-01-01,Staff
20454,Nidapan,Gunderson,1955-06-24,1994-11-26,9999-01-01,Senior Engineer
20524,Anneke,Snedden,1955-10-30,2000-01-07,9999-01-01,Senior Staff
20552,Baocai,Giarratana,1955-12-24,1996-01-11,9999-01-01,Engineer
20587,Xiaoheng,Niizuma,1955-05-31,1999-12-05,9999-01-01,Engineer
20595,Toshimori,Jeansoulin,1955-08-20,1992-03-12,9999-01-01,Engineer
20625,Uno,Cusworth,1955-10-20,1997-10-22,9999-01-01,Engineer
20650,Ramalingam,Rosaz,1955-05-29,1995-07-20,9999-01-01,Engineer
20688,Gian,Garnham,1955-09-04,1994-02-20,9999-01-01,Senior Engineer
